episode,reward,topology
206,82.0,topology_8host
207,39.0,topology_8host
208,87.0,topology_8host
209,103.0,topology_8host
210,119.0,topology_8host
211,47.0,topology_8host
212,129.0,topology_8host
213,104.0,topology_8host
214,74.0,topology_8host
215,81.0,topology_8host
216,55.0,topology_8host
217,18.0,topology_8host
218,40.0,topology_8host
219,40.0,topology_8host
220,97.0,topology_8host
221,70.0,topology_8host
222,104.0,topology_8host
223,74.0,topology_8host
224,74.0,topology_8host
225,53.0,topology_8host
226,34.0,topology_8host
227,80.0,topology_8host
228,58.0,topology_8host
229,71.0,topology_8host
230,58.0,topology_8host
231,89.0,topology_8host
232,108.0,topology_8host
233,113.0,topology_8host
234,95.0,topology_8host
235,85.0,topology_8host
236,88.0,topology_8host
237,43.0,topology_8host
238,39.0,topology_8host
239,43.0,topology_8host
240,73.0,topology_8host
241,93.0,topology_8host
242,111.0,topology_8host
243,43.0,topology_8host
244,8.0,topology_8host
245,97.0,topology_8host
246,114.0,topology_8host
247,64.0,topology_8host
248,73.0,topology_8host
249,41.0,topology_8host
250,87.0,topology_8host
251,85.0,topology_8host
252,108.0,topology_8host
253,55.0,topology_8host
254,59.0,topology_8host
255,99.0,topology_8host
256,68.0,topology_8host
257,73.0,topology_8host
258,102.0,topology_8host
259,47.0,topology_8host
260,113.0,topology_8host
261,61.0,topology_8host
262,104.0,topology_8host
263,96.0,topology_8host
264,121.0,topology_8host
265,73.0,topology_8host
266,52.0,topology_8host
267,65.0,topology_8host
268,99.0,topology_8host
269,97.0,topology_8host
270,70.0,topology_8host
271,76.0,topology_8host
272,63.0,topology_8host
273,122.0,topology_8host
274,83.0,topology_8host
275,38.0,topology_8host
276,64.0,topology_8host
277,100.0,topology_8host
278,83.0,topology_8host
279,32.0,topology_8host
280,75.0,topology_8host
281,76.0,topology_8host
282,67.0,topology_8host
283,83.0,topology_8host
284,92.0,topology_8host
285,42.0,topology_8host
286,77.0,topology_8host
287,78.0,topology_8host
288,43.0,topology_8host
289,59.0,topology_8host
290,78.0,topology_8host
291,96.0,topology_8host
292,105.0,topology_8host
293,66.0,topology_8host
294,80.0,topology_8host
295,88.0,topology_8host
296,60.0,topology_8host
297,129.0,topology_8host
298,105.0,topology_8host
299,74.0,topology_8host
300,76.0,topology_8host
301,78.0,topology_8host
302,57.0,topology_8host
303,88.0,topology_8host
304,85.0,topology_8host
305,97.0,topology_8host
306,111.0,topology_8host
307,96.0,topology_8host
308,58.0,topology_8host
309,48.0,topology_8host
310,82.0,topology_8host
311,37.0,topology_8host
312,101.0,topology_8host
313,60.0,topology_8host
314,81.0,topology_8host
315,33.0,topology_8host
316,97.0,topology_8host
317,56.0,topology_8host
318,77.0,topology_8host
319,96.0,topology_8host
320,79.0,topology_8host
321,74.0,topology_8host
322,114.0,topology_8host
323,57.0,topology_8host
324,63.0,topology_8host
325,71.0,topology_8host
326,84.0,topology_8host
327,104.0,topology_8host
328,80.0,topology_8host
329,139.0,topology_8host
330,62.0,topology_8host
331,100.0,topology_8host
332,43.0,topology_8host
333,70.0,topology_8host
334,64.0,topology_8host
335,83.0,topology_8host
336,13.0,topology_8host
337,56.0,topology_8host
338,98.0,topology_8host
339,78.0,topology_8host
340,57.0,topology_8host
341,80.0,topology_8host
342,87.0,topology_8host
343,102.0,topology_8host
344,101.0,topology_8host
345,80.0,topology_8host
346,35.0,topology_8host
347,104.0,topology_8host
348,121.0,topology_8host
349,48.0,topology_8host
350,81.0,topology_8host
351,70.0,topology_8host
352,80.0,topology_8host
353,99.0,topology_8host
354,101.0,topology_8host
355,92.0,topology_8host
356,82.0,topology_8host
357,66.0,topology_8host
358,66.0,topology_8host
359,55.0,topology_8host
360,65.0,topology_8host
361,96.0,topology_8host
362,122.0,topology_8host
363,49.0,topology_8host
364,63.0,topology_8host
365,97.0,topology_8host
366,119.0,topology_8host
367,111.0,topology_8host
368,100.0,topology_8host
369,84.0,topology_8host
370,66.0,topology_8host
371,51.0,topology_8host
372,85.0,topology_8host
373,70.0,topology_8host
374,101.0,topology_8host
375,75.0,topology_8host
376,95.0,topology_8host
377,53.0,topology_8host
378,39.0,topology_8host
379,119.0,topology_8host
380,48.0,topology_8host
381,112.0,topology_8host
382,55.0,topology_8host
383,10.0,topology_8host
384,102.0,topology_8host
385,45.0,topology_8host
386,90.0,topology_8host
387,90.0,topology_8host
388,110.0,topology_8host
389,112.0,topology_8host
390,115.0,topology_8host
391,67.0,topology_8host
392,85.0,topology_8host
393,51.0,topology_8host
394,70.0,topology_8host
395,91.0,topology_8host
396,114.0,topology_8host
397,55.0,topology_8host
398,111.0,topology_8host
399,89.0,topology_8host
400,54.0,topology_8host
401,62.0,topology_8host
402,48.0,topology_8host
403,101.0,topology_8host
404,93.0,topology_8host
405,85.0,topology_8host
406,83.0,topology_8host
407,88.0,topology_8host
408,88.0,topology_8host
409,76.0,topology_8host
410,45.0,topology_8host
411,52.0,topology_8host
412,71.0,topology_8host
413,75.0,topology_8host
414,69.0,topology_8host
415,115.0,topology_8host
416,99.0,topology_8host
417,73.0,topology_8host
418,129.0,topology_8host
419,34.0,topology_8host
420,66.0,topology_8host
421,105.0,topology_8host
422,57.0,topology_8host
423,66.0,topology_8host
424,82.0,topology_8host
425,93.0,topology_8host
426,69.0,topology_8host
427,90.0,topology_8host
428,100.0,topology_8host
429,82.0,topology_8host
430,108.0,topology_8host
431,47.0,topology_8host
432,52.0,topology_8host
433,93.0,topology_8host
434,44.0,topology_8host
435,96.0,topology_8host
436,97.0,topology_8host
437,66.0,topology_8host
438,68.0,topology_8host
439,75.0,topology_8host
440,105.0,topology_8host
441,52.0,topology_8host
442,136.0,topology_8host
443,94.0,topology_8host
444,73.0,topology_8host
445,81.0,topology_8host
446,114.0,topology_8host
447,75.0,topology_8host
448,96.0,topology_8host
449,99.0,topology_8host
450,62.0,topology_8host
451,102.0,topology_8host
452,40.0,topology_8host
453,87.0,topology_8host
454,86.0,topology_8host
455,99.0,topology_8host
456,46.0,topology_8host
457,62.0,topology_8host
458,56.0,topology_8host
459,27.0,topology_8host
460,19.0,topology_8host
461,98.0,topology_8host
462,76.0,topology_8host
463,58.0,topology_8host
464,63.0,topology_8host
465,88.0,topology_8host
466,72.0,topology_8host
467,71.0,topology_8host
468,54.0,topology_8host
469,57.0,topology_8host
470,80.0,topology_8host
471,62.0,topology_8host
472,117.0,topology_8host
473,33.0,topology_8host
474,79.0,topology_8host
475,59.0,topology_8host
476,90.0,topology_8host
477,75.0,topology_8host
478,115.0,topology_8host
479,28.0,topology_8host
480,119.0,topology_8host
481,59.0,topology_8host
482,55.0,topology_8host
483,114.0,topology_8host
484,99.0,topology_8host
485,94.0,topology_8host
486,101.0,topology_8host
487,71.0,topology_8host
488,68.0,topology_8host
489,60.0,topology_8host
490,96.0,topology_8host
491,41.0,topology_8host
492,43.0,topology_8host
493,127.0,topology_8host
494,74.0,topology_8host
495,68.0,topology_8host
496,2.0,topology_8host
497,75.0,topology_8host
498,60.0,topology_8host
499,71.0,topology_8host
500,125.0,topology_8host
501,95.0,topology_8host
502,51.0,topology_8host
503,94.0,topology_8host
504,80.0,topology_8host
505,77.0,topology_8host
506,35.0,topology_8host
507,80.0,topology_8host
508,107.0,topology_8host
509,133.0,topology_8host
510,109.0,topology_8host
511,94.0,topology_8host
512,76.0,topology_8host
513,86.0,topology_8host
514,52.0,topology_8host
515,77.0,topology_8host
516,91.0,topology_8host
517,68.0,topology_8host
518,95.0,topology_8host
519,38.0,topology_8host
520,82.0,topology_8host
521,48.0,topology_8host
522,111.0,topology_8host
523,91.0,topology_8host
524,61.0,topology_8host
525,68.0,topology_8host
526,89.0,topology_8host
527,95.0,topology_8host
528,108.0,topology_8host
529,65.0,topology_8host
530,90.0,topology_8host
531,53.0,topology_8host
532,73.0,topology_8host
533,81.0,topology_8host
534,31.0,topology_8host
535,55.0,topology_8host
536,77.0,topology_8host
537,71.0,topology_8host
538,110.0,topology_8host
539,55.0,topology_8host
540,41.0,topology_8host
541,92.0,topology_8host
542,87.0,topology_8host
543,112.0,topology_8host
544,71.0,topology_8host
545,114.0,topology_8host
546,107.0,topology_8host
547,106.0,topology_8host
548,89.0,topology_8host
549,65.0,topology_8host
550,113.0,topology_8host
551,47.0,topology_8host
552,82.0,topology_8host
553,99.0,topology_8host
554,71.0,topology_8host
555,72.0,topology_8host
556,119.0,topology_8host
557,107.0,topology_8host
558,113.0,topology_8host
559,105.0,topology_8host
560,88.0,topology_8host
561,73.0,topology_8host
562,122.0,topology_8host
563,49.0,topology_8host
564,82.0,topology_8host
565,70.0,topology_8host
566,65.0,topology_8host
567,15.0,topology_8host
568,100.0,topology_8host
569,96.0,topology_8host
570,95.0,topology_8host
571,83.0,topology_8host
572,38.0,topology_8host
573,65.0,topology_8host
574,25.0,topology_8host
575,92.0,topology_8host
576,128.0,topology_8host
577,99.0,topology_8host
578,106.0,topology_8host
579,71.0,topology_8host
580,90.0,topology_8host
581,75.0,topology_8host
582,60.0,topology_8host
583,38.0,topology_8host
584,35.0,topology_8host
585,79.0,topology_8host
586,77.0,topology_8host
587,91.0,topology_8host
588,52.0,topology_8host
589,97.0,topology_8host
590,104.0,topology_8host
591,84.0,topology_8host
592,121.0,topology_8host
593,80.0,topology_8host
594,101.0,topology_8host
595,88.0,topology_8host
596,36.0,topology_8host
597,109.0,topology_8host
598,36.0,topology_8host
599,69.0,topology_8host
600,38.0,topology_8host
601,150.0,topology_8host
602,80.0,topology_8host
603,65.0,topology_8host
604,75.0,topology_8host
605,89.0,topology_8host
606,116.0,topology_8host
607,69.0,topology_8host
608,90.0,topology_8host
609,93.0,topology_8host
610,83.0,topology_8host
611,65.0,topology_8host
612,100.0,topology_8host
613,93.0,topology_8host
614,106.0,topology_8host
615,61.0,topology_8host
616,103.0,topology_8host
617,78.0,topology_8host
618,129.0,topology_8host
619,86.0,topology_8host
620,94.0,topology_8host
621,79.0,topology_8host
622,74.0,topology_8host
623,123.0,topology_8host
624,143.0,topology_8host
625,149.0,topology_8host
626,92.0,topology_8host
627,104.0,topology_8host
628,63.0,topology_8host
629,114.0,topology_8host
630,94.0,topology_8host
631,125.0,topology_8host
632,38.0,topology_8host
633,52.0,topology_8host
634,90.0,topology_8host
635,87.0,topology_8host
636,68.0,topology_8host
637,49.0,topology_8host
638,36.0,topology_8host
639,85.0,topology_8host
640,56.0,topology_8host
641,53.0,topology_8host
642,73.0,topology_8host
643,130.0,topology_8host
644,66.0,topology_8host
645,69.0,topology_8host
646,119.0,topology_8host
647,114.0,topology_8host
648,114.0,topology_8host
649,83.0,topology_8host
650,93.0,topology_8host
651,43.0,topology_8host
652,67.0,topology_8host
653,20.0,topology_8host
654,97.0,topology_8host
655,72.0,topology_8host
656,54.0,topology_8host
657,130.0,topology_8host
658,82.0,topology_8host
659,113.0,topology_8host
660,67.0,topology_8host
661,38.0,topology_8host
662,102.0,topology_8host
663,59.0,topology_8host
664,131.0,topology_8host
665,41.0,topology_8host
666,93.0,topology_8host
667,79.0,topology_8host
668,67.0,topology_8host
669,94.0,topology_8host
670,82.0,topology_8host
671,64.0,topology_8host
672,63.0,topology_8host
673,100.0,topology_8host
674,94.0,topology_8host
675,102.0,topology_8host
676,110.0,topology_8host
677,128.0,topology_8host
678,77.0,topology_8host
679,40.0,topology_8host
680,94.0,topology_8host
681,79.0,topology_8host
682,44.0,topology_8host
683,84.0,topology_8host
684,98.0,topology_8host
685,50.0,topology_8host
686,17.0,topology_8host
687,106.0,topology_8host
688,58.0,topology_8host
689,80.0,topology_8host
690,111.0,topology_8host
691,135.0,topology_8host
692,52.0,topology_8host
693,70.0,topology_8host
694,89.0,topology_8host
695,77.0,topology_8host
696,69.0,topology_8host
697,10.0,topology_8host
698,97.0,topology_8host
699,64.0,topology_8host
700,65.0,topology_8host
701,88.0,topology_8host
702,47.0,topology_8host
703,75.0,topology_8host
704,110.0,topology_8host
705,83.0,topology_8host
706,98.0,topology_8host
707,89.0,topology_8host
708,68.0,topology_8host
709,24.0,topology_8host
710,126.0,topology_8host
711,49.0,topology_8host
712,119.0,topology_8host
713,62.0,topology_8host
714,60.0,topology_8host
715,77.0,topology_8host
716,74.0,topology_8host
717,56.0,topology_8host
718,90.0,topology_8host
719,118.0,topology_8host
720,82.0,topology_8host
721,91.0,topology_8host
722,69.0,topology_8host
723,113.0,topology_8host
724,46.0,topology_8host
725,83.0,topology_8host
726,90.0,topology_8host
727,64.0,topology_8host
728,86.0,topology_8host
729,91.0,topology_8host
730,71.0,topology_8host
731,35.0,topology_8host
732,108.0,topology_8host
733,76.0,topology_8host
734,62.0,topology_8host
735,67.0,topology_8host
736,84.0,topology_8host
737,78.0,topology_8host
738,98.0,topology_8host
739,46.0,topology_8host
740,63.0,topology_8host
741,67.0,topology_8host
742,75.0,topology_8host
743,108.0,topology_8host
744,35.0,topology_8host
745,104.0,topology_8host
746,63.0,topology_8host
747,51.0,topology_8host
748,44.0,topology_8host
749,53.0,topology_8host
750,71.0,topology_8host
751,22.0,topology_8host
752,47.0,topology_8host
753,57.0,topology_8host
754,73.0,topology_8host
755,96.0,topology_8host
756,73.0,topology_8host
757,70.0,topology_8host
758,46.0,topology_8host
759,40.0,topology_8host
760,64.0,topology_8host
761,97.0,topology_8host
762,64.0,topology_8host
763,55.0,topology_8host
764,100.0,topology_8host
765,60.0,topology_8host
766,99.0,topology_8host
767,100.0,topology_8host
768,56.0,topology_8host
769,65.0,topology_8host
770,91.0,topology_8host
771,33.0,topology_8host
772,63.0,topology_8host
773,77.0,topology_8host
774,7.0,topology_8host
775,56.0,topology_8host
776,34.0,topology_8host
777,80.0,topology_8host
778,8.0,topology_8host
779,107.0,topology_8host
780,36.0,topology_8host
781,58.0,topology_8host
782,89.0,topology_8host
783,85.0,topology_8host
784,78.0,topology_8host
785,143.0,topology_8host
786,58.0,topology_8host
787,61.0,topology_8host
788,97.0,topology_8host
789,86.0,topology_8host
790,78.0,topology_8host
791,71.0,topology_8host
792,61.0,topology_8host
793,61.0,topology_8host
794,79.0,topology_8host
795,68.0,topology_8host
796,83.0,topology_8host
797,126.0,topology_8host
798,103.0,topology_8host
799,108.0,topology_8host
800,42.0,topology_8host
801,57.0,topology_8host
802,51.0,topology_8host
803,112.0,topology_8host
804,65.0,topology_8host
805,90.0,topology_8host
806,37.0,topology_8host
807,13.0,topology_8host
808,36.0,topology_8host
809,84.0,topology_8host
810,63.0,topology_8host
811,54.0,topology_8host
812,27.0,topology_8host
813,82.0,topology_8host
814,47.0,topology_8host
815,18.0,topology_8host
816,66.0,topology_8host
817,109.0,topology_8host
818,95.0,topology_8host
819,74.0,topology_8host
820,80.0,topology_8host
821,89.0,topology_8host
822,76.0,topology_8host
823,77.0,topology_8host
824,65.0,topology_8host
825,24.0,topology_8host
826,73.0,topology_8host
827,26.0,topology_8host
828,46.0,topology_8host
829,41.0,topology_8host
830,71.0,topology_8host
831,82.0,topology_8host
832,106.0,topology_8host
833,29.0,topology_8host
834,50.0,topology_8host
835,92.0,topology_8host
836,99.0,topology_8host
837,89.0,topology_8host
838,126.0,topology_8host
839,64.0,topology_8host
840,67.0,topology_8host
841,70.0,topology_8host
842,72.0,topology_8host
843,91.0,topology_8host
844,80.0,topology_8host
845,45.0,topology_8host
846,-2.0,topology_8host
847,53.0,topology_8host
848,79.0,topology_8host
849,44.0,topology_8host
850,84.0,topology_8host
851,89.0,topology_8host
852,47.0,topology_8host
853,59.0,topology_8host
854,65.0,topology_8host
855,74.0,topology_8host
856,41.0,topology_8host
857,38.0,topology_8host
858,94.0,topology_8host
859,103.0,topology_8host
860,67.0,topology_8host
861,77.0,topology_8host
862,51.0,topology_8host
863,86.0,topology_8host
864,77.0,topology_8host
865,32.0,topology_8host
866,60.0,topology_8host
867,56.0,topology_8host
868,38.0,topology_8host
869,36.0,topology_8host
870,22.0,topology_8host
871,30.0,topology_8host
872,61.0,topology_8host
873,55.0,topology_8host
874,48.0,topology_8host
875,87.0,topology_8host
876,58.0,topology_8host
877,102.0,topology_8host
878,50.0,topology_8host
879,96.0,topology_8host
880,88.0,topology_8host
881,33.0,topology_8host
882,58.0,topology_8host
883,35.0,topology_8host
884,41.0,topology_8host
885,67.0,topology_8host
886,52.0,topology_8host
887,31.0,topology_8host
888,55.0,topology_8host
889,60.0,topology_8host
890,67.0,topology_8host
891,37.0,topology_8host
892,57.0,topology_8host
893,41.0,topology_8host
894,112.0,topology_8host
895,36.0,topology_8host
896,106.0,topology_8host
897,75.0,topology_8host
898,48.0,topology_8host
899,72.0,topology_8host
900,70.0,topology_8host
901,-1.0,topology_8host
902,75.0,topology_8host
903,41.0,topology_8host
904,59.0,topology_8host
905,53.0,topology_8host
906,39.0,topology_8host
907,2.0,topology_8host
908,39.0,topology_8host
909,85.0,topology_8host
910,42.0,topology_8host
911,43.0,topology_8host
912,91.0,topology_8host
913,1.0,topology_8host
914,79.0,topology_8host
915,40.0,topology_8host
916,85.0,topology_8host
917,37.0,topology_8host
918,36.0,topology_8host
919,34.0,topology_8host
920,51.0,topology_8host
921,64.0,topology_8host
922,27.0,topology_8host
923,45.0,topology_8host
924,100.0,topology_8host
925,33.0,topology_8host
926,67.0,topology_8host
927,116.0,topology_8host
928,85.0,topology_8host
929,81.0,topology_8host
930,16.0,topology_8host
931,70.0,topology_8host
932,35.0,topology_8host
933,37.0,topology_8host
934,76.0,topology_8host
935,25.0,topology_8host
936,88.0,topology_8host
937,80.0,topology_8host
938,50.0,topology_8host
939,92.0,topology_8host
940,55.0,topology_8host
941,42.0,topology_8host
942,46.0,topology_8host
943,33.0,topology_8host
944,84.0,topology_8host
945,53.0,topology_8host
946,50.0,topology_8host
947,47.0,topology_8host
948,52.0,topology_8host
949,65.0,topology_8host
950,65.0,topology_8host
951,53.0,topology_8host
952,119.0,topology_8host
953,51.0,topology_8host
954,47.0,topology_8host
955,46.0,topology_8host
956,44.0,topology_8host
957,0.0,topology_8host
958,13.0,topology_8host
959,7.0,topology_8host
960,71.0,topology_8host
961,75.0,topology_8host
962,46.0,topology_8host
963,89.0,topology_8host
964,84.0,topology_8host
965,88.0,topology_8host
966,57.0,topology_8host
967,-2.0,topology_8host
968,99.0,topology_8host
969,29.0,topology_8host
970,39.0,topology_8host
971,97.0,topology_8host
972,63.0,topology_8host
973,93.0,topology_8host
974,14.0,topology_8host
975,84.0,topology_8host
976,24.0,topology_8host
977,101.0,topology_8host
978,71.0,topology_8host
979,19.0,topology_8host
980,-7.0,topology_8host
981,115.0,topology_8host
982,12.0,topology_8host
983,54.0,topology_8host
984,40.0,topology_8host
985,40.0,topology_8host
986,63.0,topology_8host
987,45.0,topology_8host
988,56.0,topology_8host
989,131.0,topology_8host
990,71.0,topology_8host
991,48.0,topology_8host
992,85.0,topology_8host
993,100.0,topology_8host
994,38.0,topology_8host
995,34.0,topology_8host
996,41.0,topology_8host
997,25.0,topology_8host
998,54.0,topology_8host
999,77.0,topology_8host
1000,119.0,topology_8host
1001,42.0,topology_8host
1002,56.0,topology_8host
1003,7.0,topology_8host
1004,34.0,topology_8host
1005,74.0,topology_8host
1006,59.0,topology_8host
1007,101.0,topology_8host
1008,86.0,topology_8host
1009,83.0,topology_8host
1010,86.0,topology_8host
1011,1.0,topology_8host
1012,88.0,topology_8host
1013,48.0,topology_8host
1014,79.0,topology_8host
1015,68.0,topology_8host
1016,68.0,topology_8host
1017,66.0,topology_8host
1018,57.0,topology_8host
1019,68.0,topology_8host
1020,25.0,topology_8host
1021,61.0,topology_8host
1022,-17.0,topology_8host
1023,54.0,topology_8host
1024,109.0,topology_8host
1025,11.0,topology_8host
1026,70.0,topology_8host
1027,34.0,topology_8host
1028,95.0,topology_8host
1029,49.0,topology_8host
1030,44.0,topology_8host
1031,88.0,topology_8host
1032,87.0,topology_8host
1033,92.0,topology_8host
1034,65.0,topology_8host
1035,100.0,topology_8host
1036,-32.0,topology_8host
1037,80.0,topology_8host
1038,79.0,topology_8host
1039,63.0,topology_8host
1040,35.0,topology_8host
1041,35.0,topology_8host
1042,57.0,topology_8host
1043,23.0,topology_8host
1044,51.0,topology_8host
1045,34.0,topology_8host
1046,33.0,topology_8host
1047,84.0,topology_8host
1048,22.0,topology_8host
1049,85.0,topology_8host
1050,37.0,topology_8host
1051,96.0,topology_8host
1052,70.0,topology_8host
1053,77.0,topology_8host
1054,22.0,topology_8host
1055,102.0,topology_8host
1056,102.0,topology_8host
1057,79.0,topology_8host
1058,92.0,topology_8host
1059,70.0,topology_8host
1060,15.0,topology_8host
1061,64.0,topology_8host
1062,38.0,topology_8host
1063,121.0,topology_8host
1064,152.0,topology_8host
1065,-20.0,topology_8host
1066,63.0,topology_8host
1067,55.0,topology_8host
1068,45.0,topology_8host
1069,61.0,topology_8host
1070,54.0,topology_8host
1071,45.0,topology_8host
1072,77.0,topology_8host
1073,40.0,topology_8host
1074,38.0,topology_8host
1075,42.0,topology_8host
1076,99.0,topology_8host
1077,59.0,topology_8host
1078,61.0,topology_8host
1079,76.0,topology_8host
1080,95.0,topology_8host
1081,57.0,topology_8host
1082,97.0,topology_8host
1083,69.0,topology_8host
1084,69.0,topology_8host
1085,68.0,topology_8host
1086,19.0,topology_8host
1087,55.0,topology_8host
1088,23.0,topology_8host
1089,49.0,topology_8host
1090,125.0,topology_8host
1091,120.0,topology_8host
1092,46.0,topology_8host
1093,96.0,topology_8host
1094,0.0,topology_8host
1095,107.0,topology_8host
1096,54.0,topology_8host
1097,87.0,topology_8host
1098,100.0,topology_8host
1099,44.0,topology_8host
1100,58.0,topology_8host
1101,55.0,topology_8host
1102,62.0,topology_8host
1103,71.0,topology_8host
1104,58.0,topology_8host
1105,43.0,topology_8host
1106,46.0,topology_8host
1107,82.0,topology_8host
1108,68.0,topology_8host
1109,33.0,topology_8host
1110,92.0,topology_8host
1111,12.0,topology_8host
1112,51.0,topology_8host
1113,51.0,topology_8host
1114,29.0,topology_8host
1115,41.0,topology_8host
1116,7.0,topology_8host
1117,29.0,topology_8host
1118,38.0,topology_8host
1119,42.0,topology_8host
1120,-14.0,topology_8host
1121,28.0,topology_8host
1122,69.0,topology_8host
1123,66.0,topology_8host
1124,87.0,topology_8host
1125,34.0,topology_8host
1126,18.0,topology_8host
1127,85.0,topology_8host
1128,72.0,topology_8host
1129,64.0,topology_8host
1130,56.0,topology_8host
1131,36.0,topology_8host
1132,47.0,topology_8host
1133,76.0,topology_8host
1134,78.0,topology_8host
1135,80.0,topology_8host
1136,39.0,topology_8host
1137,46.0,topology_8host
1138,29.0,topology_8host
1139,55.0,topology_8host
1140,39.0,topology_8host
1141,81.0,topology_8host
1142,51.0,topology_8host
1143,56.0,topology_8host
1144,31.0,topology_8host
1145,61.0,topology_8host
1146,32.0,topology_8host
1147,81.0,topology_8host
1148,9.0,topology_8host
1149,130.0,topology_8host
1150,50.0,topology_8host
1151,24.0,topology_8host
